"id","property_id","property_name","property_type","gender","description","amenities","in_time","out_time","monthly_tarrif","quarterly_tarrif","halfyearly_tarrif","yearly_tarrif","single_price","double_price","triple_price","quad_price"
"54","54","Placio Ashoka Inn","pg","male","Placio Ashoka Inn housing redefines student living experience. We are a dedicated to providing affordable student housing because we understand going to university can be a wonderful life-changing experience. Living in a place like Placio Ashoka Inn draws out the necessary qualities for living and working together with others from very diverse backgrounds. This is a place for forging deep friendships and it provides a fantastic study environment. We provide students with lasting experiences and have encouraged them to aspire to achieve all their ambitions.
Placio understands the importance of quality living, health & safety of residential life. There is onsite hospitality management staff to ensure residences are maintained to a high standard. Residences have security access control systems and parental helpline allowing our residents to focus on their student experience. Placio Ashoka Inn offers fully-furnished single and double occupancy clean, warm and well-lit AC rooms with attached bathroom. In the rooms TV, closets and comfortable mattress with pillows are provided. Laundry, WiFi, in-house meals are also taken care of. CCTV cameras are monitored for security and parental helpline are provided for student and parental peace of mind. Our communal areas are great to mingle with other students or to use for group study. Our student accommodations are all located for quick and reliable transport links – and are even walking distance from popular university campuses and academic institutions.
","28,30,31,34,62,66,70,71,72,73,79,86,87,89,93,94,96,98,99,101,105,106","10:00 AM","08:00 PM","1","1","1","1","15000","11000","",""
"55","55","Placio Pearl","pg","female","Coming soon...","29,30,34,66,71,72,73,74,77,79,86,87,88,89,92,93,94,96,97,98,101,105,106","10:00 PM","06:00 AM","1","1","1","1","","22000","","16000"
"56","56","Placio Sangam Residency","pg","female","One of the newest additions to Placio Housing is this brand new Residency -- undoubtedly an ideal destination for premier off-campus living designed with students in mind. A female only accommodation with chic finishes, convenient location and that’s just the beginning as the housing permits you to cook and offers induction cooker, utensil, microwave and fridge. You can grab some groceries and cook a meal for yourself or walk to the mess as there is provision of tasty and nutritious in-house meals also. The fully furnished AC rooms are certain to satisfy just about any student. These come with attached bathroom equipped with geyser, shared TV in room, Wi-Fi, drinking water, laundry, housekeeping and onsite maintenance services. Security and safety have been kept in mind with monitored CCTVs, warden and parental helpline. Quiet, generously sized and fully equipped spaces to strengthen strong study habits have been provided. The residency is situated in an ideal location within walking distance from local shopping, dining, and entertainment destinations. What are you waiting for? Be the first to experience this off-campus gem. Reserve your spot today...while they last!","27,28,29,30,31,32,34,61,62,66,73,74,76,81,86,87,88,89,92,93,95,96,99,101,105,106","10:00 PM","09:00 AM","1","1","1","1","","","",""
"57","57","Placio Lily","pg","female","Located near Delhi University North Campus, Placio Lily redefines the student living experience. We want you to feel right at home, and know that means providing more than just a place to stay. We welcome all our female residents to a new kind of student living experience, designed with just you in mind keeping safety and security at the top of our concerns. We are the number one choice for female students seeking admissions in North Campus Colleges because Placio understands the importance of quality living with in-house team and a warden responsible for day-to-day security, health & safety of residential life by monitoring through CCTV camera’s. There is onsite hospitality management staff to ensure residences are maintained to a high standard. Residences have security access control systems and parental helpline allowing our residents to focus on their student experience. Placio Lily offers fully-furnished double occupancy clean, warm and well-lit AC rooms with attached bathroom, in room TV, closets and comfortable mattress with pillows. Laundry, WiFi, in-house meals are also taken care of. Our communal areas are great to mingle with other students or to use for group study. Our student accommodations are all located for quick and reliable transport links – and are even walking distance from popular university campuses and academic institutions.","29,30,31,34,66,71,72,73,74,77,79,86,87,88,89,93,94,96,98,101,105,106","10:00 PM","06:00 AM","1","1","1","1","","16000","",""
"58","58","Placio Oasis 3","pg","female","Your new home in the heart of Delhi, moving here can be extremely exciting, but it can also be a little overwhelming. At Placio Oasis 3, we’re like your friends who know what’s good, where to eat and how to make the most of your stay. We’ve been the leading provider of student housing. Let’s find your place.  Convenient and safe student housing are the key to academic success. Placio Oasis 3 is a female-only student housing property helping you make the most of your stay. We offer a wide selection of beautifully furnished en-suite double and triple occupancy AC rooms with closets, chair and desk. TV and fridge are provided in the room.  An extensive array of common spaces and facilities are also facilitate  socializing and study with friends. Your security is of prime importance to us so we offer onsite 24x7 CCTV security cameras, warden, security guards, parent’s helpline providing for your peace of mind. Our amenities include fully furnished rooms, on-site residence team, on-site maintenance team, high-speed WiFi throughout the building, in-house meals, along with on-site laundry facilities and housekeeping. We’ve got everything covered because our mission is to help you make the most of your time.","27,30,31,34,66,71,72,73,74,77,79,86,87,88,89,93,94,96,98,101,105,106","10:00 PM","06:00 AM","1","1","1","1","","15500","13500","12000"
"59","59","Placio Pride Stay","pg","male","Placio Pride Stay has been started with the idea to provide a safe and fun place for male students. We know that the transition from school to college and can be a mix of anticipation, excitement and anxiety.  Nothing provides a sense of balance for a student away at college more than a feeling of home. That sense of belonging paired with a sense of independence is what we at Placio Pride Stay strive to offer with our unparalleled amenities to our high level of security, we want to make sure our residents feel at home. Placio is about supporting students who live with us, in a way that represents all of their best interests of comfort, health and well-being. All this involves making you feel safe and comfortable.  We provide fully furnished big and comfortable AC rooms on single, double and triple sharing basis with attached bath. Each room has TV, closets, tables and chairs. You will find comfy mattress and soft fluffy pillows plus linen. Placio Pride Stay offers homelike atmosphere, clean, safe and beautiful place with laundry, housekeeping, WiFi, drinking water, 24x7 power back-up.  Your security is of prime importance, which we insure with CCTV cameras installed on premises, security and guards and parent helpline. Along with this your health is of concern to us and we provide nutritious in-house meals. ","31,34,71,72,73,74,77,79,86,87,88,89,93,96,98,99,101,105","10:00 AM","08:00 PM","1","1","1","1","16000","11000","9000",""
"60","60","Placio JP House","pg","male","Your student housing search ends with Placio JP House. Remember your college experience is important. Part of the experience includes where you live during your college years. Placio JP House has been designed with your comfort and convenience in mind, offering a variety of amenities to ensure that you are happy living in their new home. We are right in the centre, close to shops, restaurants and big institute like IGP, Aldine Institute located in Laxmi Nagar. We want your time with us to be as stress-free as possible so you can focus on the things that matter most, like enjoying your time as a student. Privacy is a welcomed feature, as Placio offers spacious double and triple occupancy fully-furnished rooms including not just mattresses but pillows, fridge and personal bathroom with geysers. All basic utilities are included like closets, ACs, laundry, room cleaning, high-speed WiFi, in-house dining, power back-up and parent helpline. Your safety is paramount to us, which is why we have CCTV and secure door entry systems in place. Moving-in will be a breeze – just another way we make things easier on you (and your parents). Students will only need to bring their personal belonging. Contact us with any questions that you may have or to schedule a tour!","30,31,34,66,70,71,72,73,74,79,87,88,89,93,94,96,98,101,105,106","10:00 PM","07:00 AM","1","1","1","1","","10000","8000",""
"61","61","Placio Crystal Homez","pg","female","Placio Crystal Homez is a female-only student accommodation. Placio is concerned about your well-being, security, health and happiness as well as providing you with exceptional quality accommodation, we are dedicated to making sure you have the best experience while you're living with us. This means focusing on you to make sure you feel safe, healthy and happy at all times. Your safety is extremely importance to us. Making your accommodation become your home gives you the edge to relax and concentrate on what matters – your academics. We offer fully furnished AC room with double sharing option. This is a one-stop solution to student accommodation, which includes maintenance, laundry and housekeeping services for cleaning, CCTV and a 24-hour helpline. This is peace of mind – not only for residents, but for their parents or guardians as well. These rooms are equipped with pre-installed cupboards, fridge, private bathrooms with geyser, clean and soft bedding. We also provide WiFi and TV in rooms. Clean drinking water and nutritious meals are provided in our dining rooms which our extensive menu ensures a balanced meal for residents. Placio intends to provide a new kind of student living experience, one that’s designed to help you achieve your social, academic and career goals. Come home to an awesome living.","31,34,66,71,72,73,74,86,87,89,93,94,96,98,101,105,106","10:00 AM","08:00 PM","1","1","1","1","","17000","",""
"62","62","Placio Oasis 2","pg","female","Studying in Delhi? Lucky you! The city is one of the most culturally diverse places in the world. Placio Oasis2  is a secure and comfy accommodation right in the heart of the city, putting you within easy reach of everything. With our help, you’ll have the best student experience Delhi has to offer with clean, safe, and cost-effective accommodation. Once you get to the weekend they’ll be no shortage of things to do in Delhi ! Enjoy the parks, museums, Kamla Nagar Market is best for shopping, catching a good film at the cinema with your new friends. There’s always something to do or see in your spare time. We offer twin en-suite and triple en-suite to meet your requirement.  These are modern fully furnished AC rooms having a long list of amenities like pre-installed cupboards, study desk and chair, clean and soft beddings.  These are spacious, comfortable, well ventilated rooms with TV, refrigerator and more.  Placio Oasis 2 has WiFi, laundry services, house-keeping, nutritious in house meals, 24x7 helpline, monitored CCTV, power backup, drinking water, parent helpline and warden. We’ve got everything covered because our mission is to help you make the most of your time, so we take care of all the little things so you don’t have to.

","27,30,31,34,66,71,72,73,74,79,86,87,88,89,93,94,96,98,101,105,106","10:00 PM","06:00 AM","1","1","1","1","","14000","12500",""
"63","63","Placio Vidhya Niwas 1","pg","female","This is one of the newest students housing in Lehnga Singh Market, offering luxurious lifestyle with fully furnished AC rooms on single and double sharing basis designed to suit stay with friend or solo for privacy.  These include mattresses and pillows, linen, TV, closets, chairs and tables. All basic utilities are included laundry, maintenance and room cleaning, power back-ups and drinking water. The rooms are spacious and offer cooking facility, induction cooker, microwave and fridge are provided along with utensils.   There are also has a selection of communal spaces open to all residents for studying, socialising, extensively equipped gym, dining area for in house meals. We want your time with us to be as stress-free as possible so you can focus on your studies. Your safety is paramount to us, which is why we have monitored CCTVs and secure door entry systems in place,  along warden and biometric entry plus parental helpline. Moving-in will be a breeze – just another way we make things easier on you (and your parents). Students will only need to bring their personal belonging. Contact us with any questions that you may have and also check our amenities page for more.","27,30,31,32,34,61,62,66,71,72,73,74,77,79,86,87,89,93,94,96,98,101,105,106","10:00 PM","06:00 AM","1","1","1","1","16000","12500","",""
"64","64","Placio Orchid","pg","female","Moving to New Delhi, Delhi University North Campus is extremely exciting, but it can also be a little overwhelming but we are aware that convenient and safe student housing are the key to academic success. Placio Orchid is a female-only student housing property located close by to Delhi University North Campus, Delhi helping you make the most of your stay. We’ve been the leading provider of student housing so we have the expertise to help you find your home away from home. Placio Orchid is designed and managed exclusively for female students with 24x7 security, CCTV, 24x7 parent helpline because your safety is really important to us, so your parents can feel at ease once they’ve helped you move in. Another benefit of staying with us is that this accommodation is conveniently located from a number of local amenities including supermarkets, medical centre, restaurants and take-aways.

Placio Orchid offer two room options to meet your requirement; twin en-suite and triple en-suite. These are fully furnished, equipped with pre-installed cupboards, study desk and chair, clean and soft beddings. These are spacious, comfortable, well ventilated rooms with facility to cook, utensils, refrigerator and more. We also offer WiFi, laundry services, 24x7 helpline, CCTV, power backup, parent helpline for a comfortable stay for home stay experience. Placio Orchid also has a selection of communal spaces open to all residents for studying, socialising, extensively equipped gym, dining area for in house meals. Also check our amenities page for more.","27,29,30,34,66,70,71,72,73,74,79,81,86,87,88,89,93,94,96,98,99,101,105,106","10:00 PM","06:00 AM","1","1","1","1","","20000","18000",""
"65","65","Placio Oasis 4","pg","female","Placio Oasis 4 is a female-only student housing accommodation, having residents comfort and convenience at top priority.  Modern furnished rooms, a long list of amenities, and prime location is what makes living here a joy. We offer a wide selection of beautifully furnished double and triple occupancy rooms. All our room options come complete with an en-suite shower room, smart storage, comfy beds and lot’s more included in your rent like in house dining, laundry, housekeeping and high-speed WiFi throughout the building. Your security is of prime importance to us so we offer onsite 24x7 CCTV security cameras, warden, security guards, parent’s helpline for your peace of mind. We’ve indeed everything covered because our mission is to help you make the most of your stay and student life easy and comfortable. The place provides open and clean environment which fosters friendship, solidarity and mutual respect. A warm and inviting atmosphere for student’s ideal for those of you wanting to either socialize or study with friends. Live at Placio Oasis 4 and l make lifelong friends while living in comfort and leisure. ","27,30,31,34,66,71,72,73,74,77,79,86,87,88,89,93,94,96,98,101,105,106","10:00 PM","06:00 AM","1","1","1","1","","15000","14000",""
"66","66","Placio Half Penny Residency","pg","male","Come live the ultimate student life with Half Penny Residency situated near Knowledge Park III. Your student days are a unique moment in your life, so we pride ourselves on delivering an exceptional student experience by providing a wide variety of rooms which are equipped with all the facilities required for you to have a great stay. The modern exterior of the building carries through into its trendy lobby, with polished floors and colourful interiors. We offer shared-living experience in your home away from home. You’ll love the contemporary feel of your new home, and your mind will be kept at ease knowing there’s on-site management and biometric keyed entry. At Half Penny, we put service, safety, and security at the heart of everything we do – this means plain-speaking and clear communications, transparent costing, and peace of mind for you and your parents.","28,29,30,31,34,66,70,71,72,73,74,79,81,86,87,88,89,93,94,95,96,97,98,99,100,101,102,104,105,106","10:00 AM","08:00 PM","1","1","1","1","","13000","11500",""
"67","67","Placio Rose","pg","female","","27,30,31,34,66,71,72,73,74,77,79,86,87,88,89,93,94,96,98,101,105,106","10:00 PM","06:00 AM","1","1","1","1","","","",""
"68","68","Placio Jasmine","pg","female","Congratulations on discovering Placio Jasmine in Timarpur Civil Lines, Placio's latest off-campus apartment gem.  This is perfectly designed with the comfort and convenience of female students in mind.  Besides our comfortable fully-furnished AC rooms we offer a wide range of resident-friendly amenities. The rooms are for double, triple and quad sharing basis with attached bathroom having geyser.  These room include comfy mattresses and pillows, closet, fridge, TV, study desk and chair, WiFi, power back up, drinking water, laundry and housekeeping services.  For your safety we have 24x7 security, CCTV cameras and parent helpline for stress-free living. Everything you need is available --- a clean, safe and beautiful place that will cater to your every need. At Placio Jasmine we aim to please and make your stay as comfortable and pleasant as it can be with nutritious tasty in-house quality meals in dining area. Along with modern amenities our emphasis is simple and transparent moving-in process ensuring that you do it in style with Placio. Indeed, with the simple living environment as well as the warmth service exuded by the staff, our accommodations are designed for both relaxing and studying.","31,34,66,71,72,73,74,79,86,87,88,89,93,94,96,98,101,105,106","10:00 PM","06:00 AM","1","1","1","1","","16500","16000","16000"
"69","69","Placio Garima PG","pg","female","Going to university can be a wonderful life-changing experience. It is a time of discovery about yourself and about the world around you. Placio Garima PG housing is designed to provide female resident students with lasting experiences and encourages them to aspire to achieve all their ambitions. The building offers premium accommodation with an abundance of common spaces and amenities to encourage and facilitate optimal academic outcomes. These include 24x7 security, monitored CCTV, 24x7 parent helpline because your safety is really important to us, so is your parent’s peace of mind.  We offer double occupancy fully furnished AC rooms, equipped with pre-installed cupboards, study desk and chair, clean and soft beddings.  These are spacious, comfortable, well ventilated rooms with refrigerator, TV and more.  We also offer WiFi, laundry services, housekeeping, power backup for a comfortable stay for home stay experience. Extensive leisure spaces complete the property design to allow residents to maintain a healthy body and mind. Whatever your routine when not in lectures – we’ve got it covered with Garima PG.","27,30,31,34,66,71,72,73,74,77,79,86,87,88,89,93,94,96,98,101,105,106","10:00 AM","06:00 AM","1","1","1","1","","10000","9000",""
"70","70","Placio Castle","pg","male","Welcome to Placio Castle — your source for high-quality, affordable student housing options in Noida. Our fully furnished apartments feature everything you need in locations that put you in close proximity to your college. We have a dedicated staff and we pride ourselves on the commitment to provide students with the optimal off campus student housing experience. We offer fully furnished AC rooms on double sharing basis with awesome amenities.   From the day you arrive, we make your stay more comfortable, so that you can focus on working hard and having fun, relax and unwind. A safe, secure and affordable place to live. Featuring amenities to make you feel at home, away from home with nutritious tasty in house meals, laundry facility and prompt housekeeping. We have beds, soft and clean mattresses, pillows, clean linen. Each room has TV, closets, tables and chairs. WiFi, drinking water, 24x7 power back-up is also provided.  Your security is of prime importance, which we insure with CCTV cameras installed on premises, security and guards and parent helpline. The housing has been designed especially for male students to life king size. You will in due course of time discover for yourself that staying at Placio Castle takes all the worry out of moving to a new city.","30,31,66,71,72,73,74,79,86,87,88,89,93,94,96,98,101,105,106","10:00 AM","08:00 PM","1","1","1","1","","16000","",""
"72","72","Placio Prestige Living","pg","male","A perfect shared accommodation for Boys. Situated at Sector- 126 Placio Prestige Living is sure to be loved by our tenants . The fully furnished living spaces offer modern facilities such as Wi-fi, ACs in rooms, power backup, round the clock clean drinking water and more. It ensures that residents have nothing to worry about once they decide to live here. Proper security arrangement makes sure that you stay safe and secure but without any curfews at all. Resident students also get proper parking spaces for their vehicles. Professionally managed housekeeping services and regular maintenance works elevate the co-living experience for the residents. This place even offers a high-speed elevator so that you need not sweat while moving in and out of the building. This property combined with Placio backed technological offerings","27,28,29,30,31,34,66,70,71,72,73,74,76,77,79,86,87,88,89,93,94,96,98,99,100,101","05:15 PM","05:15 PM","1","1","1","1","14000","12000","",""
"73","73","Placio Yash Homes","pg","male","Come experience the best in off-campus student apartments at Placio Yash Homes. We offer the latest amenities, perfect location with modern conveniences you deserve. Our residences are ideal for students and other young adults who are pursuing their education. We want you to be successful academically and this needs a good foundation and support. Placio Yash Homes meets every need that you will have while in college so they can achieve what they came here for -- in an enjoyable atmosphere. We offer fully-furnished big and comfortable AC rooms on double sharing basis having attached bathroom with geyser. Each room has TV, closets, study tables and chairs. You will find comfy mattress and soft fluffy pillows plus linen. Placio Yash Homes has homelike atmosphere, clean, safe and beautiful accommodation made even more perfect by facilities like housekeeping, laundry, maintenance and 24x7 security and more – so you do not need to worry about the little things and get back to devoting your attention to the most important thing: learning. Other amenities are 
WiFi, drinking water, 24x7 power back-up.  We provide nutritious in-house meals. Our incredible location, fully-furnished apartments, and student- amenities make Placio Yash Homes the perfect student housing. Come explore. 
","31,34,66,71,72,73,74,77,79,86,87,88,89,93,94,96,97,98,100,101,105,106","06:15 PM","06:15 PM","1","1","1","1","","17000","",""
"74","74","Placio Prime Living","pg","male","One of the most in demand Placio properties amongst Amity off campus male students, Placio Prime Living is very near to University Campus. There is good parking space available for vehicles owned by students and even pickup, and drop facility is available for students. Fully furnished with modern interiors and décor, both rooms and shared spaces are kept in best condition always with the help of housekeeping and maintenance services. Facilities like high-speed Wi-Fi, AC in rooms, study table and chair, wardrobes and clean drinking water make students enjoy their stay; study and live well. The property is safe and independent to live in with nothing to worry about when it comes to outstation students. With the help of SOS helpline, student residents get instant help for both medical and non-medical emergencies. Proper hygienically prepared meals are prepared for students which include breakfast, lunch, dinner, and high-tea. Common areas are also well kept like rooms, washrooms and dining area so that students can have delightful staying experience at Placio Prime Living.","27,29,30,31,34,66,70,71,72,73,74,77,79,86,87,89,93,94,96,98,101,105,106","10:00 AM","08:00 PM","1","1","1","1","","15000","",""
"75","75","Placio The Nest-Venus 2","pg","female","Placio Venus 2 offers impeccable, fully furnished rooms on double sharing basis for female students. What makes this property an ideal choice for Amity University students is the easy distance at which it is located. The rooms at Placio Venus 2lll are equipped with all the modern comforts that will make the university tenure of students at Amity a memorable and comfortable experience. All the rooms have air-conditioners, cupboards, good quality bedding, and attached bathrooms with geysers. Placio Venus 2 additionally offers room cleaning and warden services. 24x7 power backup, high-speed broadband connectivity, parking for residents, two meals a day, study tables and chairs are some other features that give Placio Venus 2 a home like touch.","28,30,31,34,66,70,71,72,73,74,79,86,87,88,89,93,94,95,96,98,99,105,106","10:00 AM","08:00 PM","1","1","1","1","","10000","",""
"76","76","Placio Oasis 1","pg","male","Placio Oasis 1 is designed and managed exclusively for male students and offers a hassle-free option at affordable rates with 24x7 security, monitored CCTV, 24x7 parent helpline. Your safety is really important to us and we want your parents to feel at ease once they’ve helped you move in.
 A clean, safe, and cost-effective living option in Delhi along with your friends and fellow student colleagues can help you to integrate into campus life, and experience a unique multi-cultural environment, conducive to academic success, personal growth, and social development. Another benefit of staying with us is that this accommodation is conveniently located from a number of local amenities including supermarkets, medical center, restaurants and take-away. 
Placio Oasis 1 offers a variety of room sharing options to meet your requirement;  single en-suite, twin en-suite and triple en-suite.  These are fully furnished, equipped with pre-installed cupboards, study desk and chair, clean and soft beddings.  These are spacious, comfortable, well ventilated rooms with TV, refrigerator and more.  We also offer WiFi, laundry services, 24x7 helpline, CCTV, power backup, parent helpline for a comfortable stay for home stay experience. Check our amenities page for more.

","27,30,31,34,66,71,72,73,74,77,79,86,87,88,89,93,94,96,97,98,106","10:00 AM","06:00 AM","1","1","1","1","25000","18500","16000",""
"77","77","Placio Wadhwani","pg","male","Coming Soon...","31,34,66,71,72,73,74,79,86,87,88,89,96,99,105","10:00 AM","08:00 PM","1","1","1","1","","","",""
"78","78","Placio Pride","pg","female","Coming Soon...","31,34,66,71,72,73,74,86,87,89,93,94,96,98,105","10:00 AM","08:00 PM","1","1","1","1","","","",""
"79","79","Placio Oasis 5","pg","male","Placio Oasis 5 is designed keeping in mind the requirements of male students wanting the lively and diverse life along with clean, safe and secure accommodation for carefree living. This lets them focuss on academic growth. We offer fully furnished AC rooms with double occupancy – having attached bathroom, TV, cupboard, desk and chair, mattress with pillow. These are spacious, comfortable, well ventilated rooms with TV, refrigerator and more -- rooms that suit everyone as they are modern and high quality, but reasonably priced. There is onsite management staff to ensure residences are maintained to a high standard. We also provide laundry, WiFi, in-house meals, and housekeeping. Our residents’ safety is extremely important to us and we have wardens, secure access, parent helpline and CCTV cameras on site for added security. Check our amenities page for more. Our communal areas are great to meet other students or to use for group study. Our student accommodation are all located for quick and reliable transport links across South Campus – and are even walking distance from popular university campuses and academic institutions. This is ideal for those that want to experience university life away from home, but still want to be taken care of as if they were staying home and focusing on studies.

","27,30,31,34,66,71,72,73,74,77,79,86,87,88,89,93,94,96,97,98,106","12:45 PM","12:45 PM","1","1","1","1","","15000","13500",""
"80","80","Placio Campus PG 2","pg","female","Coming Soon...","31,34,66,71,72,73,74,79,86,87,88,89,93,94,96,101,105,106","08:00 AM","10:00 PM","1","1","1","1","16000","12000","",""
"81","81","Placio Campus PG 1","pg","female","","31,34,66,71,72,73,74,79,86,87,89,94,96,98,105","06:00 AM","10:00 PM","1","1","1","1","","","",""
"82","82","Placio Nirmal Residency","pg","female","Placio Nirmal Residency is a female-only student housing property located close by to Delhi University North Campus. The property offers four types of fully furnished accommodation options to DU Students - Single Occupancy, Double Occupancy, Three Occupancy and Quad Occupancy. All these rooms are carefully designed to provide ample space to the students, making them feel comfortable and at home. These rooms come equipped with pre-installed cupboards, private bathrooms with geyser, clean and soft bedding, delicious breakfast, to ensure that your college years remain the best phase of your life. Placio Nirmal Residency also provides its residents with other basic amenities and ensures a clean and healthy environment for anybody who calls it their home.","27,30,31,34,66,71,72,73,74,77,79,86,87,88,89,93,94,96,97,98,101,105,106","08:00 AM","10:00 PM","1","1","1","1","20000","15000","17500","13000"
"83","83","Placio Admire 2","pg","male","Coming soon...","","03:30 PM","03:30 PM","1","1","1","1","","11000","",""
"84","84","Placio Campus PG 3","pg","male","Coming soon...","27,29,30,31,34,66,73,74,79,86,87,88,89,92,93,95,96,98,99,105,106","06:00 AM","10:00 PM","1","1","1","1","","11500","",""
"85","85","Bird House 1","pg","female","Placio Bird House 1 enhances female student living by providing balanced living. Placio is about supporting residents in a way that represents all of their best interests of comfort, health and well-being making them feel safe and comfortable.  We pride ourselves on the high quality of our accommodation and the friendly, personal service that residents will receive while staying with us. Placio believes residents should be able to relax while they are living and studying away from home, so we take all their needs into account to take the stress out of renting student accommodation. Hence we offer unparalleled amenities, starting from fully-furnished big and comfortable AC rooms on single and double sharing basis with attached bath. Each room has TV, closets, tables and chairs. Resident are also provided comfy mattress and soft fluffy pillows plus linen. Placio Bird House 1 offers homelike atmosphere, clean, safe and beautiful place with laundry, housekeeping, WiFi, drinking water, 24x7 power back-up.  Your security is of prime importance, which we insure with CCTV cameras installed on premises, security and guards and parent helpline. Along with this your health is of concern to us and we provide nutritious in-house meals. ","27,30,31,34,66,70,71,72,73,74,77,79,86,88,89,93,94,96,97,98,101,105,106","10:00 PM","07:00 AM","1","1","1","1","16000","13000","11500",""
"86","86","Bird House 2","pg","female","Placio Bird House 2 is designed to give you a happy and comfortable base for your time in Delhi, taking your college experiences to the next level. This accommodation provides unbeatable location and professionally designed interiors, plus proximity to campuses and city life. You’ll find new friends and plenty of quiet areas where you can focus on your studies. Here, we offer fully-furnished AC rooms with attached bathroom, bed, clean soft mattress & pillows, linen, chair and study desk along with TV and fridge in the room.  Placio Bird House 2 also offers high-speed WiFI, friendly staff, warden, laundry and cleaning services, in house nutritious meals leaving you to rest and relax knowing that we’ll take care of everything during your stay. Your security is of prime importance, which we insure with CCTV cameras installed on premises, security and guards and parent helpline. Placio is about supporting students who live with us, in a way that represents all of their best interests of comfort, health and well-being. All this involves making you feel safe and comfortable as we strive to create fun, secure and high-quality accommodation for modern students. Sleek living spaces and bold social areas deliver sophisticated style with modern design.","27,31,34,66,71,72,73,74,77,79,86,88,89,93,94,96,97,98,101,105,106","10:00 PM","07:00 AM","1","1","1","1","","14000","12000",""
